Electricity_Consumption,SQFT,Number_Workers,Building_Activity,Work_hours,Cooling_Days,Number_desktops,Wall_Construction_Material,Boiler,Own_Type,Climate_Zone
44896962,2100000,1400,18,168,1255,3615,1,1,2,7
71771,2400,2,6,105,2510,1,3,2,3,4
115835,5000,3,25,168,2929,4,3,2,3,4
3015629,100001,112,23,140,1302,21,1,1,3,2
2458997,110000,176,23,75,819,49,1,1,2,2
1825979,57000,65,16,168,3831,60,1,1,5,7
173483,34000,40,14,14,865,300,1,1,4,3
3821025,500000,80,18,168,1311,46,2,1,2,7
142031,26500,5,2,44,2045,2,5,2,5,4
6925,3000,5,1,60,791,30,4,2,2,2
2356013,152000,100,14,60,4535,96,3,2,10,5
6190667,290000,900,2,168,830,750,3,1,2,1
4128339,600000,200,5,168,740,50,5,2,2,2
2060735,160000,65,14,83,3615,292,1,2,9,5
32795,3800,2,13,49,1302,30,3,2,10,3
1668006,176000,10,18,168,1023,5,4,1,9,3
1968651,116000,70,25,105,1069,7,3,2,2,3
20661,3150,2,13,15,1967,1,1,2,10,3
5822157,138000,800,16,168,891,300,1,2,5,7
1807756,200000,40,18,168,873,20,3,1,2,7
1957107,65000,75,11,168,4224,20,2,2,3,5
1924324,150000,45,14,45,1489,100,8,2,10,3
386352,21500,32,2,60,3783,58,1,2,10,5
536947,65000,3,13,36,1309,30,5,2,9,3
55550,14000,4,12,45,4104,1,1,2,4,5
1928094,126000,35,17,168,462,40,4,2,2,1
79718,9500,3,12,35,3353,3,1,2,4,5
56325,6300,6,18,168,1447,30,4,2,2,7
701854,31000,150,8,72,552,50,4,1,5,1
22269,1500,4,2,50,1478,4,1,2,10,3
1716178,74000,124,23,75,1484,55,4,2,3,5
5212424,210000,150,25,168,802,50,3,2,2,2
1838373,130000,350,2,62,3492,200,1,2,3,5
4205111,800000,300,5,102,2532,50,2,2,2,4
5959,1150,1,2,40,1682,1,1,2,10,4
83638,2600,7,15,66,1699,30,3,2,3,3
2209994,122000,350,2,40,1425,300,2,1,2,3
39651,2750,8,8,55,3718,7,3,2,3,5
164399,24000,15,25,168,1074,10,3,2,2,2
14578189,1500000,1764,13,84,1102,40,6,2,10,7
35170,6000,9,2,40,952,15,4,2,9,2
2951505,116000,225,2,73,1939,200,1,2,3,4
565519,10000,40,15,57,745,5,1,2,2,2
511919,89000,100,14,96,910,100,1,2,6,7
62465,10000,9,5,60,1026,4,2,2,3,1
2231,3000,2,26,10,500,30,4,2,3,1
946894,45000,75,17,168,3122,30,1,2,3,5
276101,60000,49,14,45,1237,22,1,1,10,2
2665295,280000,40,5,40,1163,6,3,2,1,2
239012,210000,6,5,80,1556,3,2,2,2,3
717975,355000,8,5,50,2338,1,4,2,3,4
500384,32500,23,13,90,1646,100,1,1,9,4
37570,14250,5,5,40,217,6,3,2,2,3
41130,9400,1,13,40,2929,1,1,2,2,4
37101,5000,8,8,70,4467,4,1,2,3,5
366430,60000,4,13,80,1301,6,3,1,2,2
1492424,230000,120,18,168,748,6,1,1,2,7
27595,4000,4,18,168,1469,1,1,2,9,4
2058951,104000,18,18,168,1662,11,2,1,3,7
3207255,355000,458,2,55,1809,520,1,2,1,3
2210683,235000,85,14,77,920,718,1,1,10,2
98523,5000,9,23,42,2027,5,1,2,1,3
35739,2200,6,26,72,1988,2,3,1,3,4
1117850,91000,40,23,75,1743,33,1,1,5,4
2907772,100000,100,25,168,2663,11,3,2,2,4
716232,100000,50,17,168,423,25,1,1,5,1
70519,90000,0,1,18,1073,30,3,1,2,2
4975450,350000,350,5,144,977,150,3,2,2,1
17200925,440000,1100,16,168,939,800,3,2,2,7
65060,16250,5,5,50,1219,5,5,2,3,2
19619,3000,2,5,40,1141,30,5,2,3,2
38062,1700,5,2,40,4591,12,1,2,9,5
6228523,152000,400,16,168,3041,200,1,1,2,7
50045,2500,1,26,60,228,1,1,2,3,1
1502107,136000,100,7,75,989,250,2,1,97,7
178715,50000,15,12,60,434,6,4,2,4,2
2968478,500001,0,1,60,4008,30,1,2,2,5
13014,1150,0,91,30,3047,30,5,2,3,4
2065142,300000,80,18,168,393,15,8,1,2,7
28523,3450,6,2,40,3541,9,3,2,2,5
200250,80000,80,5,60,2583,50,2,2,2,5
379615,22750,53,23,55,1310,7,3,2,3,4
638613,45500,59,23,46,1754,16,1,2,2,4
232275,15000,15,14,55,3293,15,1,2,10,5
315030,11000,8,6,126,368,30,3,2,2,1
1165579,132000,350,2,65,591,200,1,1,10,2
1808533,96000,88,23,72,3441,59,3,1,3,5
970143,94000,150,2,43,567,200,1,1,10,1
5451,1200,2,2,32,2682,30,1,2,10,4
2256077,128000,70,25,112,1123,19,3,2,2,2
19459334,600000,450,16,168,3557,1254,3,1,5,7
94142,10000,1,5,68,1437,30,1,2,3,4
2562,1400,0,1,0,939,30,3,2,3,2
4300143,280000,800,2,40,4573,500,6,2,1,5
524713,27500,7,13,75,676,13,3,2,3,2
1545119,70000,86,23,112,518,32,1,1,2,2
10878117,700000,1000,2,168,3380,100,1,2,1,4
6879,4000,2,5,35,1817,3,4,2,3,4
1205389,330000,95,25,40,70,200,1,1,1,3
2890369,124000,450,13,168,5490,75,1,1,3,5
4826977,405000,350,2,8,1759,200,2,2,2,3
315616,36500,85,26,120,1117,7,1,1,8,2
253597,49500,42,12,50,2817,8,1,2,4,5
280519,55000,55,5,45,380,50,5,2,2,2
310510,118000,0,1,0,1008,30,3,2,1,3
2264162,132000,315,2,60,2671,330,6,2,1,4
2192364,150000,200,25,85,1733,75,1,2,2,3
23941113,2100000,480,18,168,1269,60,8,1,3,7
13262414,1500000,3000,2,66,954,3615,6,1,1,7
23765826,360000,2500,8,65,1961,150,1,1,9,4
29088,5000,9,26,48,1141,30,1,2,3,2
1532739,97000,89,23,51,1602,91,3,1,2,3
35823,12000,1,12,10,791,30,1,2,4,1
447647,100000,50,14,55,834,5,1,1,10,2
37801,2500,2,6,50,1966,2,5,2,3,4
20414205,450000,50,13,168,2353,30,1,1,3,4
23523,3000,3,2,35,1117,2,1,2,1,3
23193,5200,13,2,50,558,10,1,2,2,1
236109,50000,22,26,66,1179,15,3,2,3,2
24432,3200,5,2,50,3925,6,3,2,3,5
7224790,360000,1625,2,60,1856,100,6,2,2,3
726415,116000,45,14,45,1476,175,1,1,9,3
3517377,174000,75,2,50,1504,62,2,1,2,4
1728854,110000,400,2,45,478,300,5,1,9,1
5538419,88000,100,16,168,4445,60,3,2,2,7
684631,35500,13,14,83,3405,85,1,2,10,7
81056941,445000,990,91,168,1977,901,2,2,2,4
2178797,265000,110,14,50,1565,170,1,1,10,4
7710,3200,1,5,66,1559,1,5,2,3,3
184701,26000,15,8,68,1459,10,1,1,3,2
549365,20250,50,8,168,1080,40,3,1,6,3
2390948,156000,68,13,119,2225,68,1,1,9,5
21656251,1700000,2000,16,168,2517,700,3,2,97,7
82060,3000,7,2,63,1420,13,4,2,5,2
1942779,178000,135,14,55,1443,50,1,1,10,3
1243084,80000,150,2,60,1556,10,2,2,5,3
20590546,600000,550,16,168,2111,2113,1,1,5,7
3729510,200000,100,18,168,636,20,4,1,2,7
154326,3750,2,15,10,1655,30,3,2,9,3
150257,5500,10,13,50,1161,5,6,1,5,2
696824,4500,45,15,140,1697,1,1,2,3,4
136909,11000,12,8,44,1307,10,4,2,2,3
2507839,235000,746,2,64,3748,746,6,1,1,5
22038,5100,5,8,45,2140,4,1,2,2,4
670943,42000,7,18,168,2147,5,1,1,2,7
70074,13250,2,26,0,3156,2,5,2,2,5
1499583,150000,100,2,119,1144,50,1,1,8,4
323686,55000,10,25,84,454,9,8,2,2,1
6194237,280000,650,2,40,2563,600,3,1,9,4
3920901,245000,1478,2,168,1517,100,1,1,2,3
7824154,126000,200,16,168,1384,125,1,1,2,7
260752,10250,3,18,168,2943,1,1,1,2,5
9001235,700000,250,18,168,2942,100,1,1,1,7
6922,4250,4,2,45,716,2,1,2,3,2
7115184,600000,200,13,63,887,95,3,1,9,1
76361,3250,1,18,168,1319,30,4,1,3,2
2297889,178000,300,2,46,621,30,1,2,9,2
584653,4450,12,15,120,1015,2,1,2,3,2
2381152,500000,150,14,60,986,500,3,1,10,2
2835354,192000,40,18,168,3729,37,1,1,5,7
881723,132000,9,18,168,745,2,1,1,5,2
3399522,148000,300,2,68,1139,600,2,1,2,2
58460,10000,20,13,24,1030,30,1,2,3,3
3818421,290000,153,23,55,2397,97,3,1,2,4
327759,2500,10,15,140,1587,1,4,2,2,3
7253,3100,2,12,2,2552,30,4,2,4,4
708519,122000,80,14,50,2310,150,1,2,9,4
108287,12000,8,25,65,2197,5,5,2,3,4
68580,19750,30,14,40,1839,10,5,2,6,4
2196309,205000,125,2,168,1746,50,1,2,3,3
4263,2600,3,2,30,697,3,1,2,2,1
1559511,60000,275,2,38,1358,275,1,1,10,3
201176,3200,20,15,84,1568,1,1,2,1,3
17170798,800000,3000,16,168,1367,2000,1,1,5,7
512406,28500,31,23,75,701,12,3,1,2,2
26902,5000,10,2,45,374,30,4,2,10,2
30382,36000,0,1,0,758,30,2,1,2,2
142380,8500,15,14,75,3359,10,1,2,6,4
6926510,280000,948,2,65,1256,948,1,2,1,3
216332,13000,29,2,42,2792,18,3,2,10,4
17347581,1700000,1030,24,72,2451,300,1,2,1,7
1690804,98000,101,23,75,1911,23,1,1,1,5
182261,11000,27,23,55,1836,11,3,2,2,3
281175,30000,5,18,168,1039,3,4,1,3,2
650695,86000,70,14,55,1648,10,1,1,10,3
352083,36000,4,5,43,1373,2,5,2,3,2
5882347,400000,900,2,40,1522,1000,6,1,2,2
2467806,305000,150,25,70,1028,50,5,2,3,2
2283974,176000,100,14,84,1362,15,3,1,9,2
406640,25500,7,12,168,1106,5,1,2,4,3
2280662,148000,315,2,65,2099,410,2,2,2,4
6181418,390000,85,16,168,735,60,1,2,97,7
526735,9500,6,6,168,894,2,1,1,2,2
50776,41000,5,12,8,1842,30,1,1,4,3
5574184,205000,300,2,61,2925,500,2,2,2,5
1783567,182000,200,14,75,1037,200,1,1,10,2
70097,7200,1,14,10,2579,42,1,2,10,5
149732,50001,0,18,168,933,30,1,2,5,2
6675,1500,4,5,45,568,4,8,2,2,1
4910473,205000,150,25,168,2800,50,3,2,2,4
145053,130000,35,5,50,1791,20,5,2,3,3
291859,136000,5,5,40,2491,4,5,2,2,4
41103,6200,4,2,40,1331,7,1,2,9,2
25782,3000,1,26,1,1102,30,5,2,4,2
2260017,64000,63,23,117,3719,31,3,2,2,5
34176,2700,9,26,80,1083,1,3,2,3,2
551187,100000,50,14,50,535,150,1,1,10,1
204527,30000,4,14,60,1991,4,1,2,4,3
937685,87000,50,14,50,195,26,1,1,10,4
2297143,194000,40,14,50,748,120,1,1,10,3
344637,37000,39,14,50,1749,28,1,1,10,3
203066,20000,7,25,84,1112,9,5,2,3,2
37158137,500001,2750,2,168,1198,1800,1,2,2,3
96543,9900,2,13,60,646,1,5,1,10,1
16888,2400,1,5,126,1839,30,5,2,3,3
706039,60000,75,2,72,558,75,2,1,3,4
439745,29500,200,2,8,1260,200,2,2,3,4
2063389,92000,125,8,60,1030,100,1,1,6,2
122867,12000,10,25,65,3083,7,5,2,2,4
266540,40500,50,14,55,1062,6,1,1,10,3
4734600,500000,50,18,168,783,40,3,1,2,7
136069,33500,40,2,50,3327,20,3,2,10,5
405006,88000,275,2,50,4431,400,1,1,2,5
4022078,220000,150,25,126,1333,75,3,2,2,2
605234,35000,11,2,168,1136,40,2,1,10,2
4329935,156000,100,13,108,2122,70,2,2,5,3
76528,11500,6,14,35,1408,3,1,2,9,3
2325788,380000,175,14,80,2081,280,3,1,10,4
263067,40000,50,5,132,863,5,5,2,2,2
14769,2500,2,12,10,933,30,4,2,3,2
1209620,500000,300,1,60,1720,200,1,2,2,3
698311,62000,45,18,168,1497,12,3,2,2,7
520851,50000,4,18,168,2082,6,3,1,6,3
81240,3750,10,15,92,934,30,1,2,2,2
20716,8200,4,8,40,1338,4,1,2,2,3
1465034,138000,270,2,65,1156,300,6,1,3,4
47605740,1700000,2750,16,168,2750,3615,2,1,5,7
2494548,55000,25,2,168,3058,100,1,2,3,4
3438773,275000,2100,2,168,915,700,6,1,3,2
166777,9000,4,15,40,1715,3,1,2,10,4
964999,108000,192,2,45,675,200,1,1,2,2
8107010,400000,50,18,168,2015,32,5,1,5,4
179217,5700,4,18,168,815,2,4,1,2,2
30562,6400,4,26,44,697,2,5,2,3,1
4689836,126000,40,11,144,1209,5,5,2,2,2
11533,1100,1,12,60,2919,1,4,2,4,4
1892566,600000,1200,2,60,1589,1000,1,2,2,3
3331855,225000,400,2,55,2458,300,2,2,2,4
69852,1500,10,13,28,4215,10,3,2,10,5
1127393,73000,130,2,45,1317,10,1,1,2,3
7191228,490000,483,2,60,1108,500,2,2,2,2
24958,10000,3,91,54,1831,4,1,1,2,3
392729,27500,40,2,40,2386,15,1,2,10,4
30042,5300,0,13,10,886,30,1,2,10,2
6031018,410000,800,2,55,1284,1000,5,2,2,3
2584004,220000,456,2,50,1222,10,2,1,2,3
426416,66000,4,18,168,886,30,3,2,9,3
2921394,122000,70,16,168,820,92,2,1,97,7
1057772,270000,200,14,112,3060,40,3,2,4,5
2654554,205000,550,2,55,4031,700,6,2,1,5
13321430,425000,250,16,168,2906,150,1,1,5,7
1515225,210000,75,14,45,579,60,1,2,9,7
39654892,1800000,2000,16,168,1692,3615,1,1,4,7
17146,3500,5,15,12,1028,30,3,2,3,2
2648962,380000,35,5,168,1741,15,2,2,3,4
137327,9500,15,18,168,1562,3,1,2,3,7
1537439,23000,50,91,80,659,20,5,2,3,2
3333523,270000,88,18,168,2755,100,1,2,9,7
10023149,900000,2100,2,50,1764,2100,1,2,8,3
384647,12000,19,23,75,925,9,3,2,2,1
4908404,360000,40,18,168,2416,20,3,1,2,7
92161,13000,1,5,100,598,30,4,2,2,2
1596704,350000,110,14,50,2239,170,1,2,9,4
4557902,300000,450,2,70,1672,300,6,2,2,3
624167,7500,5,15,50,2119,2,1,2,10,4
2009706,126000,150,8,50,1356,50,2,2,5,4
6053872,265000,200,5,168,1908,80,1,1,8,4
32246,3600,1,26,54,2927,1,5,2,3,4
2379845,124000,140,18,168,4143,15,1,1,2,7
1056098,85000,100,14,56,1346,250,3,1,10,2
10756036,1700000,20,18,168,1811,2,2,1,9,7
1028167,116000,80,14,55,1263,175,1,1,10,3
34165786,800000,1275,16,168,1430,250,6,1,5,7
39042355,490000,50,4,168,1374,40,5,2,8,2
27212,3200,10,2,60,1471,11,1,2,3,3
711341,128000,200,8,60,4152,100,2,2,1,5
5093757,480000,350,14,45,1436,1000,1,1,10,3
235788,22250,60,2,70,3759,30,3,2,3,5
1505462,130000,220,4,50,225,350,3,2,9,2
121606,1600,4,6,84,2046,30,5,2,3,4
1345942,63000,42,17,168,1571,20,8,2,3,3
983518,53000,225,2,168,1511,30,1,1,2,3
347151,31000,19,14,48,451,30,1,1,4,2
260634,41000,40,14,45,656,30,1,2,10,4
3552,3600,1,12,2,2121,30,1,2,4,4
12642,3500,6,14,60,748,2,4,2,3,2
8920,2000,1,25,44,219,1,1,2,1,3
7797427,400000,234,23,75,1280,106,3,2,2,3
1290699,110000,35,14,45,966,20,3,1,10,2
668433,57000,28,14,56,1852,28,1,2,4,3
813712,108000,300,2,90,1095,200,1,2,1,2
9011,1200,3,2,50,735,4,4,2,3,2
8546,2400,2,2,50,2306,3,1,2,2,4
7826834,460000,1300,2,66,2007,30,1,2,8,3
119827,6000,2,18,168,526,2,1,2,2,2
3931018,215000,100,2,75,2342,200,1,1,2,3
216953,3500,8,15,120,1503,2,1,2,2,3
4063911,300000,50,13,168,1320,35,1,2,10,3
961500,250000,60,13,45,628,68,4,1,1,1
695373,4500,0,5,3,1741,30,4,2,3,3
3213890,375000,150,18,168,1966,50,1,1,2,7
358219,9400,12,15,82,3228,5,2,2,2,4
2877165,122000,500,2,55,1598,550,8,2,1,3
89366,10750,0,5,0,1057,30,5,2,2,2
1370789,102000,50,2,66,2865,90,6,1,3,5
4299447,350000,50,13,120,693,100,1,2,9,2
3714213,142000,150,14,45,3825,500,1,1,10,5
782703,30000,12,18,168,776,10,1,2,2,7
371621,45000,35,91,60,3689,12,1,2,3,5
3099773,245000,596,2,60,1089,550,6,1,2,3
338319,14750,7,25,98,2421,2,1,2,2,5
2740497,62000,50,26,100,2536,40,2,2,2,4
1684335,170000,100,14,86,1393,15,1,1,10,3
1800975,192000,25,18,168,2679,250,1,1,9,4
39246,30000,6,13,54,1337,4,2,2,9,4
21725,1750,1,13,72,1231,30,4,2,10,2
591904,61000,21,5,110,3685,14,3,2,1,5
643283,46500,32,17,168,788,20,1,1,2,1
3089936,200000,50,18,168,2146,30,1,2,2,7
6131884,275000,850,2,68,852,375,6,1,2,1
303562,20000,3,7,168,1418,1,3,2,9,4
79348,2100,8,2,44,2117,8,1,2,2,5
2952218,170000,25,18,168,3907,200,2,2,9,5
1942607,162000,125,17,168,1267,43,1,2,2,3
3173356,176000,40,18,168,1671,15,1,1,2,7
173383,27000,4,13,75,644,4,5,2,2,2
1747014,184000,400,2,65,3193,350,1,2,2,5
201963,60000,1,5,40,1817,30,5,2,3,4
970048,174000,82,14,40,675,50,1,1,10,1
51600,15250,12,26,98,4162,4,3,2,2,5
1842380,200000,60,5,120,1367,15,3,2,2,3
188132,21000,25,5,55,1410,15,1,2,2,3
1144292,275000,246,14,45,826,60,3,1,10,2
3289061,390000,250,2,54,1065,330,6,2,3,3
30835,4000,3,25,55,468,4,4,2,3,2
7122264,500000,70,18,168,753,60,8,1,2,7
1051,1600,1,12,2,1959,30,2,2,4,3
36769,3600,2,14,40,826,2,1,2,10,4
22384673,480000,2000,16,168,1428,500,1,2,5,7
109388,6000,30,14,70,3994,30,3,2,4,5
695373,3700,0,1,0,4374,30,1,2,3,5
552508,47000,140,7,45,1217,30,1,2,97,7
1103705,132000,23,17,168,1116,5,8,2,2,1
1546715,350000,150,14,60,1581,250,3,2,9,3
78502,18000,6,2,45,1718,7,1,2,5,4
465665,65000,4,13,40,632,30,2,2,9,1
974203,67000,200,2,50,1863,89,1,2,2,4
17989906,1800000,4250,2,60,1068,3615,6,1,8,7
16281,10000,5,26,46,1232,2,1,2,3,4
29560,1600,6,14,60,1720,30,4,2,6,3
1563566,40000,30,17,168,971,10,1,2,2,2
3496756,270000,600,2,60,2416,515,2,2,2,4
142531,12000,5,5,60,1719,30,1,2,2,4
8557271,405000,150,11,144,3812,170,3,2,2,5
178238,31500,7,25,52,599,5,5,2,3,1
23859,11250,20,12,60,490,1,1,1,4,1
8118044,146000,200,16,168,574,400,1,1,97,7
623918,38500,43,23,51,805,46,1,2,2,2
13720475,600000,850,16,168,2397,500,1,1,5,7
59630,24000,1,13,70,689,30,3,1,2,1
74476,2550,8,2,45,2533,4,1,2,2,4
15627203,1800000,7500,2,55,928,3615,6,2,2,7
27949,11000,10,12,30,1846,2,1,2,4,4
1863481,102000,350,4,60,1998,265,1,2,9,4
32557,16750,25,5,40,1241,12,1,2,2,2
948907,74000,200,2,65,284,200,1,1,2,4
17896326,500000,400,16,168,1515,150,1,1,5,7
364177,3850,13,15,110,938,1,1,2,2,2
804621,180000,60,14,35,837,40,3,1,10,2
235133,32000,6,18,168,435,3,4,2,2,7
713787,365000,138,14,67,1956,200,1,2,10,3
10955,2100,2,2,48,2502,30,1,2,3,5
5706216,220000,700,13,168,1287,1000,1,1,10,4
33885542,210000,20,91,168,824,20,3,2,2,1
72603,3000,3,15,90,663,30,4,2,2,1
69985,4900,8,5,50,3054,12,1,2,2,5
5269358,205000,150,25,168,1613,50,3,2,2,2
186842,10000,2,18,168,1952,1,1,2,2,3
15562,3000,2,5,40,908,2,3,2,3,3
6864216,350000,140,23,75,3569,84,1,2,2,5
5601,3800,3,25,60,851,1,4,2,3,2
5040597,148000,75,8,168,1272,75,1,2,6,3
1015501,100000,46,14,50,1035,280,3,1,9,2
98297,14000,3,13,99,3609,15,3,2,5,5
16646,13000,2,26,60,1088,2,4,2,3,3
6000812,205000,50,18,168,3294,20,1,2,2,7
2090768,148000,25,2,45,2938,45,1,1,10,5
373158,126000,18,5,60,1821,30,1,2,2,3
110682,3800,4,25,50,1020,4,1,2,3,2
28073,9000,0,5,65,1775,2,5,2,3,4
38920,4000,2,13,8,2455,1,1,2,3,4
2318222,196000,140,14,83,830,100,1,1,10,2
6297700,600000,1500,2,60,291,1500,5,2,1,3
21194,5000,1,5,20,785,30,5,2,1,2
1675937,86000,250,2,70,1567,300,6,1,5,4
25472,2000,2,8,35,1530,3,4,2,2,2
496651,30000,4,13,96,1141,6,3,2,2,3
2790183,420000,608,2,60,2883,30,1,2,8,5
1150277,365000,52,5,76,748,33,7,2,2,2
8267171,270000,20,17,168,915,25,4,2,1,2
695373,4000,0,1,0,2328,30,3,2,2,4
13399713,900000,400,7,50,892,400,1,1,97,7
12822,11000,0,12,9,861,30,1,1,4,2
18647470,700000,800,13,100,1216,800,7,2,5,3
848625,83000,30,2,168,1443,20,3,2,10,3
97017,3600,20,15,90,815,30,3,2,3,1
2888783,250000,75,12,80,308,50,2,1,4,3
1163859,100000,40,14,45,2014,210,3,2,10,4
1325113,190000,800,2,168,1414,130,1,1,2,3
3007863,90000,8,13,54,2018,7,1,2,6,3
3834177,235000,148,23,96,1176,74,1,1,3,2
2906457,335000,75,12,168,2695,20,1,1,4,4
52286,1750,1,6,81,1923,30,5,2,3,3
54143,6800,20,2,50,1803,20,1,2,10,4
12214,18000,2,26,55,2013,1,5,2,3,4
7576086,700000,800,2,60,333,750,1,1,5,3
5897,5000,1,5,40,3226,30,2,2,2,5
360800,198000,50,5,40,1255,10,3,2,2,4
617070,325000,22,5,40,1861,15,1,2,2,4
45694,1500,7,2,40,2026,7,3,2,2,4
64613,15750,1,12,24,2300,2,1,2,5,4
3355538,182000,35,13,70,2190,200,1,2,9,3
1755910,600000,80,5,40,1032,50,2,2,1,2
304747,20000,20,7,168,2203,15,1,2,10,4
7058840,445000,1200,2,65,1808,1300,6,2,1,3
404423,38500,0,91,168,805,30,5,2,10,2
13958,1050,3,2,40,3956,3,1,2,1,5
16972,19000,6,91,63,721,30,4,2,2,2
3854156,235000,500,2,16,965,1000,6,2,1,4
410981,53000,4,18,168,1061,30,1,2,6,2
1478480,152000,60,5,168,1922,12,5,1,2,3
16351,1200,0,12,3,2569,30,3,2,3,5
695373,1350,2,5,0,1874,30,5,2,3,4
36569,13000,7,26,45,1524,1,1,2,3,2
2943998,270000,150,2,168,588,60,1,1,8,1
4658930,370000,715,2,60,2008,725,4,2,2,3
1116,1500,0,91,0,1725,30,1,2,3,3
31572,2900,5,14,30,1353,3,1,2,9,4
3199262,270000,12,5,50,2547,10,5,2,3,4
103655,6800,12,15,91,1670,1,1,2,2,3
33459,5000,2,13,15,1101,1,5,2,10,2
810455,69000,0,1,60,2332,50,1,2,2,4
801317,186000,125,14,45,3433,40,1,2,10,5
2443870,90000,250,16,168,1343,250,1,2,5,7
3099265,160000,425,2,12,2770,300,2,2,1,5
12968753,325000,450,4,168,3468,200,3,1,6,5
519519,34500,2,18,168,1453,90,1,2,6,3
1796811,102000,244,2,50,1397,200,1,2,2,3
31410,5500,4,26,58,1050,2,3,2,3,3
23289,4000,10,2,50,1714,10,4,2,5,3
950490,124000,500,2,52,1032,181,7,2,5,4
10827999,700000,876,8,80,1278,80,2,2,2,2
9553188,475000,533,16,168,1153,250,1,2,5,7
148132,7500,9,26,45,3978,2,5,2,2,5
2295814,176000,600,2,12,1792,600,1,1,9,3
309422,28000,41,2,60,1170,20,3,2,2,4
109480,34000,7,25,50,1764,4,5,2,2,3
3843830,345000,750,2,60,1587,550,1,2,9,3
2053222,200001,538,2,45,697,400,2,2,9,2
13242,5000,7,2,40,1670,5,4,2,5,3
871291,60000,150,2,72,787,100,1,1,3,2
461776,77000,30,5,50,693,80,5,2,3,2
266301,12500,50,2,84,1407,15,1,2,3,4
409847,5800,12,6,105,3659,3,1,2,3,5
71506,8900,12,7,168,420,8,1,1,10,2
9979,4200,0,5,168,3948,30,3,2,3,5
2534020,235000,200,14,43,1053,125,1,1,10,2
375783,81000,40,14,50,1656,50,1,1,10,3
378234,27000,128,2,40,1732,200,1,1,5,3
600327,60000,15,18,168,2293,6,3,1,2,7
646841,34000,52,5,168,4127,11,5,2,1,5
3668191,160000,45,18,168,1381,46,3,1,2,7
4217512,205000,150,25,112,809,50,3,2,2,2
193021,13000,65,2,50,1879,40,1,2,2,3
24968,4500,2,12,35,1717,1,2,2,4,4
745048,300000,100,5,60,1362,80,3,2,2,3
731491,41500,60,2,60,4179,30,1,2,9,5
387489,12000,0,91,168,1322,30,5,2,10,4
71592,1400,1,6,121,2028,30,4,2,3,4
8855504,500001,1200,2,64,2008,1000,2,2,2,3
1360829,134000,30,14,60,164,20,1,1,10,4
5397125,225000,400,2,66,875,500,6,2,2,2
178657,28500,8,18,168,2729,4,1,2,2,7
586520,34000,22,13,168,1132,6,3,2,5,2
47,12000,0,1,0,4249,30,1,2,3,5
1025554,75000,250,2,60,1401,179,1,1,3,3
3686834,260000,75,17,168,1163,5,1,1,5,3
506930,31000,5,14,168,2005,4,1,2,9,7
18043,10000,4,12,65,474,5,3,2,4,2
21172,10000,2,26,40,2277,30,1,2,3,4
9825244,1000000,500,24,92,819,300,3,2,2,7
18797,3000,2,26,60,847,3,5,2,3,2
600180,63000,53,14,60,1643,25,1,1,10,3
718260,100000,200,5,55,2192,85,2,2,2,4
1086008,350000,0,1,0,3309,30,1,1,9,4
67986,3750,8,2,40,864,7,4,1,2,4
45205,5000,7,2,40,2256,7,1,2,10,4
13143086,500000,800,16,168,1506,999,1,1,5,7
40140,2000,8,15,88,88,2,4,2,2,2
31560,80000,1,5,60,1852,30,5,2,2,4
204120,30000,25,14,50,801,2,1,1,10,2
2565779,70000,60,25,150,1920,25,1,2,3,3
171813,1800,8,6,168,3209,3,1,2,3,5
46076,13000,1,1,10,2002,2,5,2,4,3
17453,1450,2,26,30,1832,30,3,2,2,3
179489,21500,32,2,40,847,40,1,2,2,1
925254,51000,18,7,168,2020,22,3,1,10,3
5622876,300000,1200,2,55,1433,50,6,1,3,2
231132,50000,46,12,68,1863,3,1,1,4,4
217202,2400,1,6,168,1841,1,1,2,3,3
3976177,500000,700,13,40,1803,25,2,1,2,4
607234,8000,8,15,112,1834,1,1,2,2,3
39680433,1500000,4500,16,168,1375,250,1,2,5,7
29170,5400,4,18,168,724,7,4,2,5,3
4027040,180000,115,25,168,2075,75,3,2,2,3
20908882,495000,533,16,168,884,300,3,1,5,7
87758,176000,5,5,45,2341,2,5,2,3,3
235177,215000,12,5,60,2342,7,2,2,1,4
3151074,210000,350,2,71,911,400,7,2,3,2
66485,2400,6,15,70,856,3,3,2,3,3
286767,28000,10,7,168,1158,7,1,1,5,2
5569329,480000,500,2,100,1330,700,1,1,2,2
1604720,198000,15,18,168,920,125,1,1,9,2
7610,1900,0,1,0,1837,30,3,2,1,4
25978,10000,5,26,40,3541,2,5,2,3,4
340033,30000,1,13,84,1232,3,1,2,10,2
695373,1200,0,5,0,455,30,8,2,3,1
1612806,198000,145,2,10,625,330,6,2,2,2
6379417,600000,800,2,60,1714,520,2,2,2,3
7454,6300,3,12,5,1533,30,1,2,4,3
124925,7800,26,5,168,3264,13,3,2,3,5
1085372,112000,25,13,47,949,68,1,2,9,2
19564,11250,0,13,30,559,30,1,1,10,1
351251,8800,8,14,48,2069,3,5,2,4,4
164063,30000,3,12,55,1618,4,1,2,4,3
67331,10000,20,25,48,691,7,3,2,5,2
769525,81000,45,8,66,878,25,5,1,5,2
98614,20250,4,12,48,1061,30,7,2,4,4
160764,5000,6,25,98,1655,3,4,2,9,3
393030,140000,60,14,70,635,60,1,1,4,2
